workerid,trial_type,modifier2,noun,modifier1,stimulus,train,modifier,response,other_languages,language,problems,comments,asses,fairprice,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.condition,Answer.time_in_minutes,Answer.catch_trials
0,det,NA,horse,NA,this horse,NA,this,horse this,n/a,english,no,,Yes,1.70,Mac,1080,1920,Chrome,31MBOZ6PAORT1EK0NQ56OLX97TWLCS,3UWUAQCPMGPZPGPXOVUFSCU0UVR5C6,Language Learning Experiment,"In this experiment, you will first hear 30 phrases in an artificial language. This language uses the same as words as English but nevertheless, slightly differs from English. After hearing these translations, you will be asked to provide 50 translations to short phrases. The HIT should take ~10 minutes.",language research stanford fun cognitive science university explanations,$1.65,Mon May 29 09:04:23 PDT 2017,32,0,0,32,Reviewable,NotReviewed,1 cond3,1800,60000,Wed Jun 28 09:04:23 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=31MBOZ6PAORT1EK0NQ56OLX97TWLCS,3M1CVSFP605JMG18LJMCOW21NGGQAN,0,Approved,Tue May 30 01:54:45 PDT 2017,Mon May 29 09:10:56 PDT 2017,Mon May 29 09:14:45 PDT 2017,Mon May 29 09:21:20 PDT 2017,,,,,3,3.73925,[]
0,det,NA,handbags,NA,these handbags,NA,these,handbags these,n/a,english,no,,Yes,1.70,Mac,1080,1920,Chrome,31MBOZ6PAORT1EK0NQ56OLX97TWLCS,3UWUAQCPMGPZPGPXOVUFSCU0UVR5C6,Language Learning Experiment,"In this experiment, you will first hear 30 phrases in an artificial language. This language uses the same as words as English but nevertheless, slightly differs from English. After hearing these translations, you will be asked to provide 50 translations to short phrases. The HIT should take ~10 minutes.",language research stanford fun cognitive science university explanations,$1.65,Mon May 29 09:04:23 PDT 2017,32,0,0,32,Reviewable,NotReviewed,1 cond3,1800,60000,Wed Jun 28 09:04:23 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=31MBOZ6PAORT1EK0NQ56OLX97TWLCS,3M1CVSFP605JMG18LJMCOW21NGGQAN,0,Approved,Tue May 30 01:54:45 PDT 2017,Mon May 29 09:10:56 PDT 2017,Mon May 29 09:14:45 PDT 2017,Mon May 29 09:21:20 PDT 2017,,,,,3,3.73925,[]
0,num,NA,darts,NA,three darts,NA,three,darts three,n/a,english,no,,Yes,1.70,Mac,1080,1920,Chrome,31MBOZ6PAORT1EK0NQ56OLX97TWLCS,3UWUAQCPMGPZPGPXOVUFSCU0UVR5C6,Language Learning Experiment,"In this experiment, you will first hear 30 phrases in an artificial language. This language uses the same as words as English but nevertheless, slightly differs from English. After hearing these translations, you will be asked to provide 50 translations to short phrases. The HIT should take ~10 minutes.",language research stanford fun cognitive science university explanations,$1.65,Mon May 29 09:04:23 PDT 2017,32,0,0,32,Reviewable,NotReviewed,1 cond3,1800,60000,Wed Jun 28 09:04:23 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=31MBOZ6PAORT1EK0NQ56OLX97TWLCS,3M1CVSFP605JMG18LJMCOW21NGGQAN,0,Approved,Tue May 30 01:54:45 PDT 2017,Mon May 29 09:10:56 PDT 2017,Mon May 29 09:14:45 PDT 2017,Mon May 29 09:21:20 PDT 2017,,,,,3,3.73925,[]
0,num,NA,pigs,NA,seven pigs,NA,seven,pigs seven,n/a,english,no,,Yes,1.70,Mac,1080,1920,Chrome,31MBOZ6PAORT1EK0NQ56OLX97TWLCS,3UWUAQCPMGPZPGPXOVUFSCU0UVR5C6,Language Learning Experiment,"In this experiment, you will first hear 30 phrases in an artificial language. This language uses the same as words as English but nevertheless, slightly differs from English. After hearing these translations, you will be asked to provide 50 translations to short phrases. The HIT should take ~10 minutes.",language research stanford fun cognitive science university explanations,$1.65,Mon May 29 09:04:23 PDT 2017,32,0,0,32,Reviewable,NotReviewed,1 cond3,1800,60000,Wed Jun 28 09:04:23 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=31MBOZ6PAORT1EK0NQ56OLX97TWLCS,3M1CVSFP605JMG18LJMCOW21NGGQAN,0,Approved,Tue May 30 01:54:45 PDT 2017,Mon May 29 09:10:56 PDT 2017,Mon May 29 09:14:45 PDT 2017,Mon May 29 09:21:20 PDT 2017,,,,,3,3.73925,[]
0,num,NA,chairs,NA,seven chairs,NA,seven,chairs seven,n/a,english,no,,Yes,1.70,Mac,1080,1920,Chrome,31MBOZ6PAORT1EK0NQ56OLX97TWLCS,3UWUAQCPMGPZPGPXOVUFSCU0UVR5C6,Language Learning Experiment,"In this experiment, you will first hear 30 phrases in an artificial language. This language uses the same as words as English but nevertheless, slightly differs from English. After hearing these translations, you will be asked to provide 50 translations to short phrases. The HIT should take ~10 minutes.",language research stanford fun cognitive science university explanations,$1.65,Mon May 29 09:04:23 PDT 2017,32,0,0,32,Reviewable,NotReviewed,1 cond3,1800,60000,Wed Jun 28 09:04:23 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=31MBOZ6PAORT1EK0NQ56OLX97TWLCS,3M1CVSFP605JMG18LJMCOW21NGGQAN,0,Approved,Tue May 30 01:54:45 PDT 2017,Mon May 29 09:10:56 PDT 2017,Mon May 29 09:14:45 PDT 2017,Mon May 29 09:21:20 PDT 2017,,,,,3,3.73925,[]
0,det,NA,ribbon,NA,that ribbon,NA,that,ribbon that,n/a,english,no,,Yes,1.70,Mac,1080,1920,Chrome,31MBOZ6PAORT1EK0NQ56OLX97TWLCS,3UWUAQCPMGPZPGPXOVUFSCU0UVR5C6,Language Learning Experiment,"In this experiment, you will first hear 30 phrases in an artificial language. This language uses the same as words as English but nevertheless, slightly differs from English. After hearing these translations, you will be asked to provide 50 translations to short phrases. The HIT should take ~10 minutes.",language research stanford fun cognitive science university explanations,$1.65,Mon May 29 09:04:23 PDT 2017,32,0,0,32,Reviewable,NotReviewed,1 cond3,1800,60000,Wed Jun 28 09:04:23 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=31MBOZ6PAORT1EK0NQ56OLX97TWLCS,3M1CVSFP605JMG18LJMCOW21NGGQAN,0,Approved,Tue May 30 01:54:45 PDT 2017,Mon May 29 09:10:56 PDT 2017,Mon May 29 09:14:45 PDT 2017,Mon May 29 09:21:20 PDT 2017,,,,,3,3.73925,[]
0,det,NA,chair,NA,this chair,NA,this,chair this,n/a,english,no,,Yes,1.70,Mac,1080,1920,Chrome,31MBOZ6PAORT1EK0NQ56OLX97TWLCS,3UWUAQCPMGPZPGPXOVUFSCU0UVR5C6,Language Learning Experiment,"In this experiment, you will first hear 30 phrases in an artificial language. This language uses the same as words as English but nevertheless, slightly differs from English. After hearing these translations, you will be asked to provide 50 translations to short phrases. The HIT should take ~10 minutes.",language research stanford fun cognitive science university explanations,$1.65,Mon May 29 09:04:23 PDT 2017,32,0,0,32,Reviewable,NotReviewed,1 cond3,1800,60000,Wed Jun 28 09:04:23 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=31MBOZ6PAORT1EK0NQ56OLX97TWLCS,3M1CVSFP605JMG18LJMCOW21NGGQAN,0,Approved,Tue May 30 01:54:45 PDT 2017,Mon May 29 09:10:56 PDT 2017,Mon May 29 09:14:45 PDT 2017,Mon May 29 09:21:20 PDT 2017,,,,,3,3.73925,[]
0,num,NA,horses,NA,four horses,NA,four,horses four,n/a,english,no,,Yes,1.70,Mac,1080,1920,Chrome,31MBOZ6PAORT1EK0NQ56OLX97TWLCS,3UWUAQCPMGPZPGPXOVUFSCU0UVR5C6,Language Learning Experiment,"In this experiment, you will first hear 30 phrases in an artificial language. This language uses the same as words as English but nevertheless, slightly differs from English. After hearing these translations, you will be asked to provide 50 translations to short phrases. The HIT should take ~10 minutes.",language research stanford fun cognitive science university explanations,$1.65,Mon May 29 09:04:23 PDT 2017,32,0,0,32,Reviewable,NotReviewed,1 cond3,1800,60000,Wed Jun 28 09:04:23 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=31MBOZ6PAORT1EK0NQ56OLX97TWLCS,3M1CVSFP605JMG18LJMCOW21NGGQAN,0,Approved,Tue May 30 01:54:45 PDT 2017,Mon May 29 09:10:56 PDT 2017,Mon May 29 09:14:45 PDT 2017,Mon May 29 09:21:20 PDT 2017,,,,,3,3.73925,[]
0,num,NA,ducks,NA,four ducks,NA,four,ducks four,n/a,english,no,,Yes,1.70,Mac,1080,1920,Chrome,31MBOZ6PAORT1EK0NQ56OLX97TWLCS,3UWUAQCPMGPZPGPXOVUFSCU0UVR5C6,Language Learning Experiment,"In this experiment, you will first hear 30 phrases in an artificial language. This language uses the same as words as English but nevertheless, slightly differs from English. After hearing these translations, you will be asked to provide 50 translations to short phrases. The HIT should take ~10 minutes.",language research stanford fun cognitive science university explanations,$1.65,Mon May 29 09:04:23 PDT 2017,32,0,0,32,Reviewable,NotReviewed,1 cond3,1800,60000,Wed Jun 28 09:04:23 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=31MBOZ6PAORT1EK0NQ56OLX97TWLCS,3M1CVSFP605JMG18LJMCOW21NGGQAN,0,Approved,Tue May 30 01:54:45 PDT 2017,Mon May 29 09:10:56 PDT 2017,Mon May 29 09:14:45 PDT 2017,Mon May 29 09:21:20 PDT 2017,,,,,3,3.73925,[]
0,det,NA,leaves,NA,those leaves,NA,those,leaves those,n/a,english,no,,Yes,1.70,Mac,1080,1920,Chrome,31MBOZ6PAORT1EK0NQ56OLX97TWLCS,3UWUAQCPMGPZPGPXOVUFSCU0UVR5C6,Language Learning Experiment,"In this experiment, you will first hear 30 phrases in an artificial language. This language uses the same as words as English but nevertheless, slightly differs from English. After hearing these translations, you will be asked to provide 50 translations to short phrases. The HIT should take ~10 minutes.",language research stanford fun cognitive science university explanations,$1.65,Mon May 29 09:04:23 PDT 2017,32,0,0,32,Reviewable,NotReviewed,1 cond3,1800,60000,Wed Jun 28 09:04:23 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=31MBOZ6PAORT1EK0NQ56OLX97TWLCS,3M1CVSFP605JMG18LJMCOW21NGGQAN,0,Approved,Tue May 30 01:54:45 PDT 2017,Mon May 29 09:10:56 PDT 2017,Mon May 29 09:14:45 PDT 2017,Mon May 29 09:21:20 PDT 2017,,,,,3,3.73925,[]
0,det,NA,shoe,NA,that shoe,NA,that,shoe that,n/a,english,no,,Yes,1.70,Mac,1080,1920,Chrome,31MBOZ6PAORT1EK0NQ56OLX97TWLCS,3UWUAQCPMGPZPGPXOVUFSCU0UVR5C6,Language Learning Experiment,"In this experiment, you will first hear 30 phrases in an artificial language. This language uses the same as words as English but nevertheless, slightly differs from English. After hearing these translations, you will be asked to provide 50 translations to short phrases. The HIT should take ~10 minutes.",language research stanford fun cognitive science university explanations,$1.65,Mon May 29 09:04:23 PDT 2017,32,0,0,32,Reviewable,NotReviewed,1 cond3,1800,60000,Wed Jun 28 09:04:23 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=31MBOZ6PAORT1EK0NQ56OLX97TWLCS,3M1CVSFP605JMG18LJMCOW21NGGQAN,0,Approved,Tue May 30 01:54:45 PDT 2017,Mon May 29 09:10:56 PDT 2017,Mon May 29 09:14:45 PDT 2017,Mon May 29 09:21:20 PDT 2017,,,,,3,3.73925,[]
0,det,NA,lamp,NA,this lamp,NA,this,lamp this,n/a,english,no,,Yes,1.70,Mac,1080,1920,Chrome,31MBOZ6PAORT1EK0NQ56OLX97TWLCS,3UWUAQCPMGPZPGPXOVUFSCU0UVR5C6,Language Learning Experiment,"In this experiment, you will first hear 30 phrases in an artificial language. This language uses the same as words as English but nevertheless, slightly differs from English. After hearing these translations, you will be asked to provide 50 translations to short phrases. The HIT should take ~10 minutes.",language research stanford fun cognitive science university explanations,$1.65,Mon May 29 09:04:23 PDT 2017,32,0,0,32,Reviewable,NotReviewed,1 cond3,1800,60000,Wed Jun 28 09:04:23 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=31MBOZ6PAORT1EK0NQ56OLX97TWLCS,3M1CVSFP605JMG18LJMCOW21NGGQAN,0,Approved,Tue May 30 01:54:45 PDT 2017,Mon May 29 09:10:56 PDT 2017,Mon May 29 09:14:45 PDT 2017,Mon May 29 09:21:20 PDT 2017,,,,,3,3.73925,[]
0,det,NA,trays,NA,these trays,NA,these,trays these,n/a,english,no,,Yes,1.70,Mac,1080,1920,Chrome,31MBOZ6PAORT1EK0NQ56OLX97TWLCS,3UWUAQCPMGPZPGPXOVUFSCU0UVR5C6,Language Learning Experiment,"In this experiment, you will first hear 30 phrases in an artificial language. This language uses the same as words as English but nevertheless, slightly differs from English. After hearing these translations, you will be asked to provide 50 translations to short phrases. The HIT should take ~10 minutes.",language research stanford fun cognitive science university explanations,$1.65,Mon May 29 09:04:23 PDT 2017,32,0,0,32,Reviewable,NotReviewed,1 cond3,1800,60000,Wed Jun 28 09:04:23 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=31MBOZ6PAORT1EK0NQ56OLX97TWLCS,3M1CVSFP605JMG18LJMCOW21NGGQAN,0,Approved,Tue May 30 01:54:45 PDT 2017,Mon May 29 09:10:56 PDT 2017,Mon May 29 09:14:45 PDT 2017,Mon May 29 09:21:20 PDT 2017,,,,,3,3.73925,[]
0,num,NA,hat,NA,one hat,NA,one,hat one,n/a,english,no,,Yes,1.70,Mac,1080,1920,Chrome,31MBOZ6PAORT1EK0NQ56OLX97TWLCS,3UWUAQCPMGPZPGPXOVUFSCU0UVR5C6,Language Learning Experiment,"In this experiment, you will first hear 30 phrases in an artificial language. This language uses the same as words as English but nevertheless, slightly differs from English. After hearing these translations, you will be asked to provide 50 translations to short phrases. The HIT should take ~10 minutes.",language research stanford fun cognitive science university explanations,$1.65,Mon May 29 09:04:23 PDT 2017,32,0,0,32,Reviewable,NotReviewed,1 cond3,1800,60000,Wed Jun 28 09:04:23 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=31MBOZ6PAORT1EK0NQ56OLX97TWLCS,3M1CVSFP605JMG18LJMCOW21NGGQAN,0,Approved,Tue May 30 01:54:45 PDT 2017,Mon May 29 09:10:56 PDT 2017,Mon May 29 09:14:45 PDT 2017,Mon May 29 09:21:20 PDT 2017,,,,,3,3.73925,[]
0,det,NA,cows,NA,these cows,NA,these,cows these,n/a,english,no,,Yes,1.70,Mac,1080,1920,Chrome,31MBOZ6PAORT1EK0NQ56OLX97TWLCS,3UWUAQCPMGPZPGPXOVUFSCU0UVR5C6,Language Learning Experiment,"In this experiment, you will first hear 30 phrases in an artificial language. This language uses the same as words as English but nevertheless, slightly differs from English. After hearing these translations, you will be asked to provide 50 translations to short phrases. The HIT should take ~10 minutes.",language research stanford fun cognitive science university explanations,$1.65,Mon May 29 09:04:23 PDT 2017,32,0,0,32,Reviewable,NotReviewed,1 cond3,1800,60000,Wed Jun 28 09:04:23 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=31MBOZ6PAORT1EK0NQ56OLX97TWLCS,3M1CVSFP605JMG18LJMCOW21NGGQAN,0,Approved,Tue May 30 01:54:45 PDT 2017,Mon May 29 09:10:56 PDT 2017,Mon May 29 09:14:45 PDT 2017,Mon May 29 09:21:20 PDT 2017,,,,,3,3.73925,[]
0,num,NA,pears,NA,seven pears,NA,seven,pears seven,n/a,english,no,,Yes,1.70,Mac,1080,1920,Chrome,31MBOZ6PAORT1EK0NQ56OLX97TWLCS,3UWUAQCPMGPZPGPXOVUFSCU0UVR5C6,Language Learning Experiment,"In this experiment, you will first hear 30 phrases in an artificial language. This language uses the same as words as English but nevertheless, slightly differs from English. After hearing these translations, you will be asked to provide 50 translations to short phrases. The HIT should take ~10 minutes.",language research stanford fun cognitive science university explanations,$1.65,Mon May 29 09:04:23 PDT 2017,32,0,0,32,Reviewable,NotReviewed,1 cond3,1800,60000,Wed Jun 28 09:04:23 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=31MBOZ6PAORT1EK0NQ56OLX97TWLCS,3M1CVSFP605JMG18LJMCOW21NGGQAN,0,Approved,Tue May 30 01:54:45 PDT 2017,Mon May 29 09:10:56 PDT 2017,Mon May 29 09:14:45 PDT 2017,Mon May 29 09:21:20 PDT 2017,,,,,3,3.73925,[]
